fe_id,control_sample,version,period,estimate,se,lower,upper
16,never,original,post,54.5602873217332,47.5547958356359,-38.6471125161132,147.76768715958
16,never,rotated,pre,9.78115879358125,9.07173177982564,-7.999435494877,27.5617530820395
16,never,rotated,post,70.4119453396673,55.4145381196802,-38.2005493749059,179.02444005424
17,never,original,pre,27.2976062516366,35.4466832346123,-42.1778928882036,96.7731053914768
17,never,original,post,34.8484850337045,48.4270059279009,-60.0684465849813,129.76541665239
17,never,rotated,pre,0.550550511032199,9.20413959006376,-17.4895630854928,18.5906641075572
17,never,rotated,post,44.8786309364312,55.7805858169563,-64.4513172648033,154.208579137666
18,never,original,pre,47.5178970459425,34.8529775783512,-20.7939390076258,115.829733099511
18,never,original,post,71.0290018724993,46.4294753231975,-19.9727697609679,162.030773505966
18,never,rotated,pre,4.62999265987443,9.02300621605885,-13.0550995236009,22.3150848433498
18,never,rotated,post,87.1119660172748,54.0482112942919,-18.8225281195374,193.046460154087
19,never,original,pre,54.0160675801342,34.2565736290078,-13.126816732721,121.158951892989
19,never,original,post,63.255572063298,46.5134778957115,-27.9108446122964,154.421988738892
19,never,rotated,pre,10.9674622685374,8.93168476232888,-6.53863986562724,28.473564402702
19,never,rotated,post,79.3987990551469,54.1969476682385,-26.8272183746006,185.624816484894
20,never,original,pre,18.7509791171245,35.1586345951707,-50.1599446894102,87.6619029236592
20,never,original,post,73.5502619956747,46.910165788957,-18.393662950681,165.49418694203
20,never,rotated,pre,0.122677120676896,9.1336673807747,-17.7793109456415,18.0246651869953
20,never,rotated,post,80.5358752443425,54.4809548040834,-26.2467961716609,187.318546660346
21,never,original,pre,54.0268560368962,34.2559927424392,-13.1148897382846,121.168601812077
21,never,original,post,63.2714760317115,46.512530125771,-27.8930830147997,154.436035078223
21,never,rotated,pre,10.9700812012159,8.93153492420978,-6.53572725023525,28.4758896526671
21,never,rotated,post,79.4177665950916,54.1958460262726,-26.8060916164027,185.641624806586
22,never,original,pre,54.0269115168577,34.2584993409092,-13.1197471913243,121.17357022504
22,never,original,post,63.2714612739449,46.5161005813072,-27.9000958654172,154.443018413307
22,never,rotated,pre,10.9700874283815,8.93218588788702,-6.53699691187708,28.47717176864
22,never,rotated,post,79.4177703071235,54.1999616597026,-26.8141545458936,185.649695160141
23,never,original,pre,45.6040678265543,35.1826571933192,-23.3539402723513,114.56207592546
23,never,original,post,65.9953359162989,47.7488912694775,-27.592490971877,159.583162804475
